activity_date,vessels_at_anchor,vessels_at_berth,vessels_departed,average_days_at_berth,average_days_in_port
2023-07-10,0.00000,10.00000,6.00000,4.33000,4.66000
2023-07-11,1.00000,13.00000,1.00000,5.00000,5.00000
2023-07-12,0.00000,11.00000,4.00000,4.25000,4.25000
2023-07-13,0.00000,12.00000,2.00000,3.00000,3.00000
2023-07-14,0.00000,7.00000,6.00000,4.00000,4.00000
2023-07-17,0.00000,8.00000,2.00000,1.50000,1.50000
2023-07-18,0.00000,10.00000,3.00000,6.00000,6.00000
2023-07-19,0.00000,8.00000,3.00000,2.66000,2.66000
2023-07-20,1.00000,6.00000,3.00000,3.33000,3.33000
2023-07-21,0.00000,8.00000,4.00000,3.25000,3.50000
2023-07-24,0.00000,10.00000,4.00000,3.50000,3.50000
2023-07-25,0.00000,10.00000,3.00000,3.67000,3.67000
2023-07-26,0.00000,11.00000,1.00000,5.00000,5.00000
2023-07-27,0.00000,10.00000,3.00000,2.33000,2.33000
2023-07-28,0.00000,9.00000,2.00000,4.00000,4.00000
2023-07-31,1.00000,7.00000,7.00000,4.00000,4.14000
2023-08-01,1.00000,7.00000,2.00000,6.00000,6.00000
2023-08-02,0.00000,8.00000,1.00000,4.00000,4.00000
2023-08-03,2.00000,4.00000,4.00000,2.75000,3.50000
2023-08-04,0.00000,10.00000,1.00000,3.00000,3.00000
2023-08-07,0.00000,11.00000,7.00000,3.42000,3.42000
2023-08-08,2.00000,11.00000,1.00000,1.00000,1.00000
2023-08-09,1.00000,10.00000,5.00000,4.60000,4.80000
2023-08-10,0.00000,11.00000,1.00000,1.00000,1.00000
2023-08-11,2.00000,10.00000,3.00000,4.60000,4.60000
2023-08-14,1.00000,8.00000,7.00000,4.14000,4.14000
2023-08-15,0.00000,10.00000,3.00000,3.00000,3.00000
2023-08-16,0.00000,7.00000,3.00000,4.30000,4.30000
2023-08-17,0.00000,8.00000,1.00000,7.00000,7.00000
2023-08-18,0.00000,10.00000,2.00000,5.00000,5.00000
2023-08-21,0.00000,11.00000,6.00000,3.33000,3.33000
2023-08-22,0.00000,11.00000,1.00000,3.00000,3.00000
2023-08-23,0.00000,12.00000,4.00000,3.75000,3.75000
2023-08-24,0.00000,9.00000,3.00000,2.33000,2.33000
2023-08-25,1.00000,11.00000,1.00000,2.00000,2.00000
2023-08-28,0.00000,10.00000,7.00000,5.42000,5.57000
2023-08-29,1.00000,10.00000,3.00000,4.33000,4.33000
2023-08-30,0.00000,9.00000,3.00000,2.66000,2.66000
2023-08-31,0.00000,8.00000,3.00000,4.33000,4.33000
2023-09-01,0.00000,8.00000,2.00000,2.00000,2.00000
2023-09-05,0.00000,8.00000,4.00000,6.75000,6.75000
2023-09-06,1.00000,11.00000,0.00000,0.00000,0.00000
2023-09-07,0.00000,13.00000,4.00000,5.25000,5.25000
2023-09-08,0.00000,14.00000,3.00000,2.00000,2.60000
2023-09-11,2.00000,11.00000,8.00000,4.25000,4.25000
2023-09-12,0.00000,15.00000,3.00000,5.30000,6.30000
2023-09-13,0.00000,12.00000,4.00000,3.25000,3.25000
2023-09-14,1.00000,8.00000,4.00000,2.25000,2.75000
2023-09-15,0.00000,8.00000,3.00000,3.66000,3.66000
2023-09-18,0.00000,9.00000,4.00000,3.25000,3.25000
2023-09-19,0.00000,7.00000,5.00000,3.40000,3.40000
2023-09-20,0.00000,9.00000,3.00000,5.66000,5.66000
2023-09-21,0.00000,6.00000,6.00000,2.00000,2.00000
2023-09-22,0.00000,8.00000,1.00000,2.00000,2.00000
2023-09-25,0.00000,8.00000,4.00000,3.25000,3.25000
2023-09-26,0.00000,11.00000,1.00000,4.00000,4.00000
2023-09-27,0.00000,11.00000,3.00000,4.33000,4.33000
2023-09-28,0.00000,10.00000,3.00000,2.00000,2.33000
2023-09-29,0.00000,8.00000,4.00000,4.00000,4.00000
2023-10-02,0.00000,7.00000,7.00000,4.00000,4.00000
2023-10-03,0.00000,9.00000,1.00000,1.00000,1.00000
2023-10-04,0.00000,12.00000,1.00000,4.00000,4.00000
2023-10-05,0.00000,11.00000,3.00000,4.30000,4.30000
2023-10-06,0.00000,10.00000,2.00000,5.50000,5.50000
2023-10-10,2.00000,9.00000,9.00000,4.11000,4.22000
2023-10-11,1.00000,13.00000,0.00000,0.00000,0.00000
2023-10-12,0.00000,10.00000,4.00000,5.00000,5.00000
2023-10-13,0.00000,9.00000,2.00000,4.50000,4.50000
2023-10-16,2.00000,6.00000,6.00000,4.66000,4.66000
2023-10-17,2.00000,9.00000,1.00000,3.00000,3.00000
2023-10-18,1.00000,12.00000,1.00000,3.00000,3.00000
2023-10-19,1.00000,10.00000,3.00000,3.30000,3.30000
2023-10-20,1.00000,9.00000,4.00000,4.50000,6.00000
2023-10-23,1.00000,6.00000,8.00000,4.12500,4.12500
2023-10-24,1.00000,6.00000,2.00000,3.00000,3.00000
2023-10-25,0.00000,6.00000,3.00000,3.67000,3.67000
2023-10-26,0.00000,8.00000,1.00000,1.00000,3.00000
2023-10-27,0.00000,5.00000,3.00000,4.67000,4.67000
2023-10-30,0.00000,5.00000,3.00000,4.00000,4.00000
2023-10-31,1.00000,7.00000,2.00000,3.00000,3.00000
2023-11-01,1.00000,10.00000,1.00000,4.00000,4.00000
2023-11-02,2.00000,9.00000,2.00000,1.00000,1.00000
2023-11-03,0.00000,10.00000,3.00000,1.60000,2.30000
2023-11-06,0.00000,5.00000,8.00000,3.80000,3.80000
2023-11-07,1.00000,9.00000,0.00000,0.00000,0.00000
2023-11-08,0.00000,11.00000,3.00000,5.30000,5.30000
2023-11-09,0.00000,8.00000,3.00000,2.33000,2.33000
2023-11-13,0.00000,7.00000,5.00000,3.60000,3.60000
2023-11-14,1.00000,10.00000,3.00000,5.00000,5.00000
2023-11-15,0.00000,11.00000,3.00000,3.67000,3.67000
2023-11-16,0.00000,10.00000,2.00000,2.00000,3.00000
2023-11-17,0.00000,9.00000,1.00000,4.00000,4.00000
2023-11-20,0.00000,8.00000,6.00000,4.16000,4.16000
2023-11-21,0.00000,10.00000,4.00000,4.25000,4.25000
2023-11-22,0.00000,11.00000,1.00000,1.00000,1.00000
2023-11-27,1.00000,9.00000,9.00000,4.11000,4.11000
2023-11-28,2.00000,8.00000,3.00000,5.00000,5.00000
2023-11-29,2.00000,8.00000,3.00000,6.30000,6.30000
2023-11-30,1.00000,9.00000,4.00000,3.00000,3.25000
2023-12-01,1.00000,7.00000,2.00000,3.00000,3.00000
2023-12-04,0.00000,8.00000,6.00000,4.67000,4.67000
2023-12-05,0.00000,12.00000,2.00000,4.00000,4.00000
2023-12-06,0.00000,11.00000,3.00000,2.00000,2.00000
2023-12-07,0.00000,10.00000,3.00000,3.00000,3.00000
2023-12-08,0.00000,6.00000,4.00000,3.25000,3.25000
2023-12-11,0.00000,6.00000,6.00000,4.66000,4.66000
2023-12-12,0.00000,6.00000,0.00000,0.00000,0.00000
2023-12-13,0.00000,8.00000,5.00000,2.40000,2.40000
2023-12-14,1.00000,11.00000,0.00000,0.00000,0.00000
2023-12-15,1.00000,6.00000,4.00000,4.00000,4.00000
2023-12-18,0.00000,8.00000,6.00000,4.16000,4.16000
2023-12-19,1.00000,11.00000,3.00000,2.30000,2.30000
2023-12-20,1.00000,11.00000,3.00000,2.00000,3.00000
2023-12-21,1.00000,10.00000,1.00000,2.00000,2.00000
2023-12-22,0.00000,7.00000,4.00000,4.25000,4.25000
2023-12-26,0.00000,10.00000,6.00000,4.33000,5.00000
2023-12-27,0.00000,13.00000,0.00000,0.00000,0.00000
2023-12-28,0.00000,11.00000,3.00000,2.67000,2.67000
2023-12-29,1.00000,12.00000,2.00000,7.00000,7.00000
2024-01-02,0.00000,4.00000,11.00000,4.00000,4.18000
2024-01-03,0.00000,4.00000,2.00000,2.50000,2.50000
2024-01-04,0.00000,9.00000,0.00000,0.00000,0.00000
2024-01-05,0.00000,9.00000,1.00000,8.00000,8.00000
2024-01-08,0.00000,8.00000,7.00000,3.28000,3.28000
2024-01-09,0.00000,13.00000,3.00000,3.00000,3.00000
2024-01-10,0.00000,13.00000,1.00000,1.00000,1.00000
2024-01-11,0.00000,12.00000,3.00000,2.33000,2.33000
2024-01-12,1.00000,10.00000,3.00000,3.60000,3.60000
2024-01-16,0.00000,8.00000,10.00000,4.80000,4.80000
2024-01-17,1.00000,13.00000,0.00000,0.00000,0.00000
2024-01-18,0.00000,11.00000,4.00000,3.25000,3.25000
2024-01-19,2.00000,9.00000,2.00000,3.50000,3.50000
2024-01-22,0.00000,7.00000,8.00000,3.87500,4.00000
2024-01-23,0.00000,11.00000,3.00000,4.60000,4.60000
2024-01-24,1.00000,11.00000,4.00000,3.75000,3.75000
2024-01-25,0.00000,13.00000,1.00000,1.00000,1.00000
2024-01-26,1.00000,13.00000,1.00000,4.00000,4.00000
2024-01-29,1.00000,9.00000,7.00000,3.57000,3.57000
2024-01-30,1.00000,9.00000,4.00000,4.50000,4.50000
2024-01-31,2.00000,8.00000,4.00000,3.50000,3.50000
2024-02-01,2.00000,8.00000,3.00000,3.00000,3.00000
2024-02-02,2.00000,9.00000,0.00000,0.00000,0.00000
2024-02-05,1.00000,9.00000,7.00000,3.71000,4.14000
2024-02-06,1.00000,13.00000,4.00000,3.25000,3.25000
2024-02-07,0.00000,12.00000,5.00000,3.80000,5.40000
2024-02-08,0.00000,10.00000,2.00000,3.00000,3.00000
2024-02-09,0.00000,10.00000,3.00000,4.00000,4.00000
2024-02-12,0.00000,10.00000,5.00000,4.20000,4.20000
2024-02-13,0.00000,9.00000,2.00000,6.00000,6.00000
2024-02-14,1.00000,8.00000,1.00000,9.00000,9.00000
2024-02-15,1.00000,8.00000,3.00000,4.00000,4.60000
2024-02-16,1.00000,11.00000,1.00000,1.00000,1.00000
2024-02-20,0.00000,11.00000,2.00000,5.50000,5.50000
2024-02-21,0.00000,11.00000,4.00000,4.25000,4.25000
2024-02-22,0.00000,12.00000,1.00000,1.00000,1.00000
2024-02-23,0.00000,12.00000,4.00000,4.50000,4.50000
2024-02-26,0.00000,11.00000,6.00000,5.16000,5.16000
2024-02-27,0.00000,11.00000,4.00000,4.25000,6.00000
2024-02-28,0.00000,9.00000,4.00000,4.75000,4.75000
2024-02-29,0.00000,5.00000,5.00000,3.60000,3.60000
2024-03-01,0.00000,8.00000,0.00000,0.00000,0.00000
2024-03-04,1.00000,10.00000,4.00000,3.50000,3.50000
2024-03-05,1.00000,11.00000,2.00000,3.50000,3.50000
2024-03-06,0.00000,10.00000,3.00000,4.00000,4.00000
2024-03-07,0.00000,9.00000,1.00000,4.00000,4.00000
2024-03-08,0.00000,5.00000,5.00000,5.20000,5.20000
2024-03-11,0.00000,9.00000,4.00000,3.75000,3.75000
2024-03-12,0.00000,8.00000,4.00000,2.75000,2.75000
2024-03-13,0.00000,9.00000,1.00000,1.00000,1.00000
2024-03-14,0.00000,9.00000,1.00000,2.00000,3.00000
2024-03-15,0.00000,6.00000,6.00000,3.83000,3.83000
2024-03-18,1.00000,7.00000,4.00000,3.75000,3.75000
2024-03-19,1.00000,7.00000,2.00000,4.00000,4.00000
2024-03-20,0.00000,9.00000,3.00000,3.60000,3.60000
2024-03-21,1.00000,6.00000,3.00000,3.30000,3.30000
2024-03-22,0.00000,5.00000,3.00000,2.30000,2.30000
2024-03-26,1.00000,7.00000,4.00000,4.75000,4.75000
2024-03-27,1.00000,11.00000,1.00000,3.00000,3.00000
2024-03-28,0.00000,10.00000,2.00000,5.00000,5.00000
2024-03-29,0.00000,11.00000,2.00000,2.50000,2.50000
2024-04-01,0.00000,7.00000,10.00000,3.10000,3.10000
2024-04-02,1.00000,9.00000,2.00000,1.50000,1.50000
2024-04-03,0.00000,11.00000,2.00000,4.50000,4.50000
2024-04-04,0.00000,13.00000,2.00000,2.00000,2.50000
2024-04-05,0.00000,13.00000,2.00000,3.50000,3.50000
2024-04-08,1.00000,6.00000,9.00000,4.50000,4.50000
2024-04-09,1.00000,9.00000,0.00000,0.00000,0.00000
2024-04-10,0.00000,8.00000,5.00000,3.80000,3.80000
2024-04-11,1.00000,7.00000,3.00000,4.00000,4.00000
2024-04-12,1.00000,8.00000,3.00000,3.00000,3.00000
2024-04-15,1.00000,7.00000,6.00000,2.83000,3.00000
2024-04-16,1.00000,8.00000,2.00000,2.00000,2.00000
2024-04-17,0.00000,9.00000,2.00000,3.50000,3.50000
2024-04-18,0.00000,13.00000,1.00000,5.00000,5.00000
2024-04-19,0.00000,8.00000,4.00000,3.75000,3.75000
2024-04-22,0.00000,6.00000,9.00000,3.30000,3.40000
2024-04-23,1.00000,7.00000,1.00000,4.00000,4.00000
2024-04-24,0.00000,10.00000,0.00000,0.00000,0.00000
2024-04-25,0.00000,10.00000,3.00000,4.30000,4.30000
2024-04-26,0.00000,8.00000,3.00000,3.66000,3.66000
2024-04-29,1.00000,9.00000,6.00000,3.16000,3.33000
2024-04-30,1.00000,5.00000,5.00000,3.00000,3.00000
2024-05-01,0.00000,10.00000,1.00000,4.00000,4.00000
2024-05-02,0.00000,12.00000,2.00000,2.00000,3.50000
2024-05-03,0.00000,12.00000,3.00000,2.60000,3.30000
2024-05-06,0.00000,8.00000,9.00000,4.00000,4.00000
2024-05-07,0.00000,7.00000,3.00000,3.30000,3.30000
2024-05-08,0.00000,9.00000,3.00000,3.30000,3.30000
2024-05-09,0.00000,11.00000,1.00000,1.00000,1.00000
2024-05-10,0.00000,10.00000,4.00000,2.25000,2.25000
2024-05-13,1.00000,9.00000,7.00000,3.71000,3.71000
2024-05-14,1.00000,10.00000,2.00000,2.00000,2.00000
2024-05-15,0.00000,11.00000,2.00000,3.50000,4.50000
2024-05-16,1.00000,10.00000,4.00000,3.25000,3.75000
2024-05-17,0.00000,8.00000,4.00000,3.50000,3.50000
2024-05-20,0.00000,6.00000,6.00000,4.30000,4.30000
2024-05-21,0.00000,8.00000,3.00000,3.33000,3.33000
2024-05-22,0.00000,9.00000,2.00000,1.50000,1.50000
2024-05-23,0.00000,9.00000,3.00000,3.30000,3.30000
2024-05-24,0.00000,7.00000,1.00000,2.00000,2.00000
2024-05-28,1.00000,8.00000,7.00000,4.28000,4.28000
2024-05-29,0.00000,12.00000,1.00000,3.00000,3.00000
2024-05-30,1.00000,11.00000,2.00000,2.00000,4.00000
2024-05-31,0.00000,8.00000,5.00000,3.60000,3.60000
2024-06-03,1.00000,7.00000,7.00000,3.85000,3.85000
2024-06-04,1.00000,9.00000,2.00000,3.00000,3.00000
2024-06-05,0.00000,10.00000,0.00000,0.00000,0.00000
2024-06-06,0.00000,8.00000,4.00000,4.00000,4.00000
2024-06-07,0.00000,9.00000,4.00000,3.50000,3.50000
2024-06-10,0.00000,8.00000,6.00000,3.50000,3.50000
2024-06-11,1.00000,7.00000,2.00000,4.00000,4.00000
2024-06-12,0.00000,10.00000,3.00000,4.66000,4.66000
2024-06-13,0.00000,10.00000,2.00000,1.50000,2.50000
2024-06-14,0.00000,12.00000,3.00000,2.70000,2.70000
2024-06-17,2.00000,10.00000,8.00000,3.75000,3.75000
2024-06-18,1.00000,11.00000,2.00000,4.50000,4.50000
2024-06-20,0.00000,11.00000,4.00000,2.75000,2.75000
2024-06-21,0.00000,8.00000,4.00000,4.00000,4.00000
2024-06-24,1.00000,8.00000,7.00000,4.71000,4.74000
2024-06-25,1.00000,8.00000,2.00000,5.00000,5.00000
2024-06-26,0.00000,8.00000,3.00000,2.66000,2.66000
2024-06-27,1.00000,7.00000,2.00000,3.50000,4.50000
2024-06-28,1.00000,6.00000,2.00000,2.00000,2.00000
2024-07-01,1.00000,7.00000,6.00000,4.00000,4.00000
2024-07-02,2.00000,10.00000,0.00000,0.00000,0.00000
2024-07-03,2.00000,13.00000,2.00000,4.50000,4.50000
2024-07-05,0.00000,5.00000,10.00000,3.10000,3.90000
2024-07-08,1.00000,9.00000,4.00000,4.75000,4.75000
2024-07-09,1.00000,13.00000,1.00000,7.00000,7.00000
2024-07-10,0.00000,13.00000,2.00000,2.50000,2.50000
2024-07-11,0.00000,11.00000,2.00000,1.50000,3.00000
2024-07-12,0.00000,11.00000,4.00000,4.25000,4.25000
2024-07-15,2.00000,7.00000,7.00000,5.42000,5.42000
2024-07-16,0.00000,11.00000,2.00000,4.50000,4.50000
2024-07-17,0.00000,13.00000,2.00000,1.50000,1.50000
2024-07-18,0.00000,11.00000,6.00000,4.00000,4.00000
2024-07-19,0.00000,12.00000,1.00000,2.00000,2.00000
2024-07-22,0.00000,9.00000,6.00000,5.16000,5.16000
2024-07-23,0.00000,11.00000,5.00000,4.00000,4.00000
2024-07-24,0.00000,14.00000,1.00000,2.00000,2.00000
2024-07-25,0.00000,14.00000,2.00000,1.50000,1.50000
2024-07-26,0.00000,12.00000,4.00000,5.75000,5.75000
2024-07-29,1.00000,11.00000,9.00000,4.22000,4.22000
2024-07-30,1.00000,12.00000,3.00000,4.00000,4.00000
2024-07-31,0.00000,14.00000,1.00000,4.00000,4.00000
2024-08-01,0.00000,11.00000,5.00000,3.80000,3.80000
2024-08-02,2.00000,12.00000,2.00000,5.00000,5.00000
2024-08-05,1.00000,10.00000,9.00000,5.22000,5.22000
2024-08-06,0.00000,12.00000,2.00000,1.00000,1.00000
2024-08-07,1.00000,10.00000,2.00000,4.25000,4.25000
2024-08-08,0.00000,8.00000,4.00000,2.75000,2.75000
2024-08-09,0.00000,11.00000,0.00000,0.00000,0.00000
2024-08-12,1.00000,7.00000,10.00000,4.30000,4.70000
2024-08-13,2.00000,9.00000,2.00000,4.00000,4.00000
2024-08-14,1.00000,10.00000,2.00000,4.00000,4.00000
2024-08-15,2.00000,12.00000,3.00000,3.66000,3.66000
2024-08-16,1.00000,13.00000,1.00000,1.00000,1.00000
2024-08-19,2.00000,11.00000,8.00000,4.87000,4.87000
2024-08-20,1.00000,15.00000,2.00000,6.00000,6.00000
2024-08-21,0.00000,14.00000,5.00000,4.00000,4.00000
2024-08-22,0.00000,12.00000,4.00000,5.00000,5.00000
2024-08-23,2.00000,13.00000,2.00000,4.00000,4.00000
2024-08-26,1.00000,14.00000,6.00000,3.66000,3.66000
2024-08-27,1.00000,13.00000,3.00000,5.30000,5.30000
2024-08-28,1.00000,10.00000,6.00000,5.66000,5.66000
2024-08-29,0.00000,11.00000,3.00000,4.33000,4.33000
2024-08-30,0.00000,10.00000,4.00000,3.75000,3.75000
2024-09-03,1.00000,13.00000,1.00000,5.00000,5.00000
2024-09-04,0.00000,15.00000,1.00000,5.00000,5.00000
2024-09-05,0.00000,14.00000,5.00000,5.40000,5.40000
2024-09-06,0.00000,15.00000,2.00000,5.00000,5.00000
2024-09-09,2.00000,12.00000,9.00000,4.50000,4.50000
2024-09-10,2.00000,13.00000,5.00000,5.20000,5.20000
2024-09-11,1.00000,14.00000,1.00000,5.00000,5.00000
2024-09-12,0.00000,15.00000,3.00000,3.66000,3.66000
2024-09-13,0.00000,14.00000,3.00000,4.66000,4.66000
2024-09-16,1.00000,12.00000,10.00000,4.50000,4.50000
2024-09-17,2.00000,15.00000,5.00000,3.40000,3.40000
2024-09-18,1.00000,14.00000,3.00000,5.00000,5.00000
2024-09-19,0.00000,15.00000,3.00000,3.00000,3.00000
2024-09-20,0.00000,13.00000,3.00000,2.33000,2.33000
2024-09-23,1.00000,10.00000,9.00000,5.44000,5.44000
2024-09-24,1.00000,10.00000,4.00000,4.50000,4.50000
2024-09-25,1.00000,13.00000,1.00000,5.00000,5.00000
2024-09-26,2.00000,12.00000,3.00000,4.00000,4.00000
2024-09-27,0.00000,12.00000,3.00000,3.00000,3.00000
2024-09-30,1.00000,10.00000,7.00000,4.57000,5.28000
2024-10-01,0.00000,9.00000,3.00000,5.66000,5.66000
2024-10-02,0.00000,10.00000,2.00000,5.50000,5.50000
2024-10-03,0.00000,13.00000,1.00000,2.00000,2.00000
2024-10-04,1.00000,11.00000,3.00000,4.66000,4.66000
2024-10-07,1.00000,10.00000,7.00000,4.00000,4.00000
2024-10-08,1.00000,12.00000,3.00000,3.33000,3.33000
2024-10-09,0.00000,12.00000,5.00000,3.80000,3.80000
2024-10-10,0.00000,7.00000,6.00000,2.50000,2.83000
2024-10-11,0.00000,9.00000,0.00000,0.00000,0.00000
2024-10-15,1.00000,11.00000,9.00000,4.55000,4.55000
2024-10-16,0.00000,11.00000,3.00000,2.00000,2.00000
2024-10-17,0.00000,10.00000,3.00000,3.66000,3.66000
2024-10-18,0.00000,13.00000,3.00000,3.00000,3.00000
2024-10-21,0.00000,8.00000,8.00000,4.00000,4.00000
2024-10-22,1.00000,9.00000,2.00000,5.00000,5.00000
2024-10-23,1.00000,11.00000,2.00000,4.50000,4.50000
2024-10-24,2.00000,11.00000,1.00000,5.00000,5.00000
2024-10-25,1.00000,12.00000,3.00000,3.00000,3.00000
2024-10-28,0.00000,9.00000,9.00000,3.88000,3.88000
2024-10-29,0.00000,10.00000,2.00000,4.50000,4.50000
2024-10-30,0.00000,11.00000,0.00000,0.00000,0.00000
2024-10-31,0.00000,9.00000,6.00000,3.83000,3.83000
2024-11-01,0.00000,5.00000,5.00000,2.80000,2.80000
2024-11-04,0.00000,8.00000,2.00000,5.50000,5.50000
2024-11-05,1.00000,11.00000,2.00000,5.00000,5.00000
2024-11-06,1.00000,10.00000,3.00000,2.33000,2.33000
2024-11-07,0.00000,12.00000,3.00000,4.00000,4.00000
2024-11-08,0.00000,13.00000,4.00000,2.50000,2.50000
2024-11-12,0.00000,13.00000,9.00000,3.55000,3.55000
2024-11-13,1.00000,12.00000,3.00000,5.33000,5.33000
2024-11-14,3.00000,10.00000,2.00000,5.00000,5.00000
2024-11-15,1.00000,9.00000,3.00000,5.66000,5.66000
2024-11-18,0.00000,8.00000,7.00000,4.57000,4.57000
2024-11-19,0.00000,12.00000,1.00000,6.00000,6.00000
2024-11-20,1.00000,14.00000,2.00000,6.00000,6.00000
2024-11-21,1.00000,13.00000,4.00000,2.00000,2.00000
2024-11-22,0.00000,12.00000,6.00000,2.83000,3.00000
2024-11-25,0.00000,10.00000,8.00000,4.25000,4.25000
2024-11-26,0.00000,13.00000,2.00000,5.50000,5.50000
2024-11-27,0.00000,14.00000,0.00000,0.00000,0.00000
2024-12-02,0.00000,11.00000,11.00000,4.90000,4.90000
2024-12-03,0.00000,10.00000,3.00000,3.33000,3.33000
2024-12-04,0.00000,8.00000,4.00000,5.25000,5.25000
2024-12-05,0.00000,7.00000,3.00000,4.00000,4.00000
2024-12-06,3.00000,10.00000,1.00000,4.00000,4.00000
2024-12-09,8.00000,9.00000,8.00000,3.62000,3.62000
2024-12-10,1.00000,13.00000,1.00000,4.00000,4.00000
2024-12-11,3.00000,12.00000,3.00000,3.66000,3.66000
2024-12-12,1.00000,12.00000,2.00000,5.00000,5.00000
2024-12-13,0.00000,11.00000,5.00000,4.00000,4.00000
2024-12-16,0.00000,6.00000,8.00000,4.37000,4.37000
2024-12-17,0.00000,9.00000,1.00000,3.00000,3.00000
2024-12-18,0.00000,12.00000,1.00000,5.00000,5.00000
2024-12-19,0.00000,11.00000,1.00000,2.00000,2.00000
2024-12-20,0.00000,10.00000,5.00000,4.60000,4.60000
2024-12-23,0.00000,13.00000,8.00000,3.00000,3.00000
2024-12-24,1.00000,12.00000,2.00000,1.50000,1.50000
2024-12-26,1.00000,8.00000,5.00000,4.00000,4.00000
2024-12-27,1.00000,11.00000,2.00000,6.00000,6.00000
2024-12-30,0.00000,13.00000,5.00000,5.00000,5.00000
2024-12-31,0.00000,10.00000,4.00000,4.75000,4.75000
